source_index,original_representation,adversarial_representation,attack_family,canonical_equivalent,label_basis,target_value,teacher_model_hash,property_value
1173,[*]CCOCCOC(=O)o1ccc(NC=Nc2ccc(C(=O)O[*])cc2)cc1,[*]CCOCCOC(=O)o1ccc(NC=Nc2ccc(C(=O)O[*])cc2)cc1,substitution,False,clean_model_teacher,4.17277717590332,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,4.17277717590332
1173,[*]CCOCCOC(=O)c1c#cc(NC=Nc2ccc(C(=O)O[*])cc2)cc1,[*]CCOCCOC(=O)c1c#cc(NC=Nc2ccc(C(=O)O[*])cc2)cc1,insertion,False,clean_model_teacher,3.8701577186584473,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.8701577186584473
1173,[*]CCOCoCOC(=O)c1ccc(NC=Nc2ccc(C(=O)O[*])cc2)cc1,[*]CCOCoCOC(=O)c1ccc(NC=Nc2ccc(C(=O)O[*])cc2)cc1,insertion,False,clean_model_teacher,4.490301132202148,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,4.490301132202148
1173,[*]CCCCOC(=O)c1ccc(NC=Nc2ccc(C(=O)O[*])cc2)cc1,[*]CCCCOC(=O)c1ccc(NC=Nc2ccc(C(=O)O[*])cc2)cc1,deletion,False,clean_model_teacher,3.778174638748169,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.778174638748169
1173,[*]CCOCCOC(=O)c1ccc(NC=Nc2cc(C(=O)O[*])cc2)cc1,[*]CCOCCOC(=O)c1ccc(NC=Nc2cc(C(=O)O[*])cc2)cc1,deletion,False,clean_model_teacher,4.046987056732178,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,4.046987056732178
1173,[*]CCCCOOC(=O)c1ccc(NC=Nc2ccc(C(=O)O[*])cc2)cc1,[*]CCCCOOC(=O)c1ccc(NC=Nc2ccc(C(=O)O[*])cc2)cc1,rearrangement,False,clean_model_teacher,4.348662376403809,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,4.348662376403809
1173,[*]COCCCOC(=O)c1ccc(NC=Nc2ccc(C(=O)O[*])cc2)cc1,[*]COCCCOC(=O)c1ccc(NC=Nc2ccc(C(=O)O[*])cc2)cc1,rearrangement,False,clean_model_teacher,4.143038749694824,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,4.143038749694824
1174,[*]Fc1nc([*])nc(-c2ccccc2)n1,[*]Fc1nc([*])nc(-c2ccccc2)n1,substitution,False,clean_model_teacher,5.141532897949219,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,5.141532897949219
1174,[*]Nc1nc([*])nc(-c2cccsc2)n1,[*]Nc1nc([*])nc(-c2cccsc2)n1,substitution,False,clean_model_teacher,3.8903915882110596,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.8903915882110596
1174,[*]Nc1nc([*])nIc(-c2ccccc2)n1,[*]Nc1nc([*])nIc(-c2ccccc2)n1,insertion,False,clean_model_teacher,4.173187255859375,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,4.173187255859375
1174,[*]Nc1nsc([*])nc(-c2ccccc2)n1,[*]Nc1nsc([*])nc(-c2ccccc2)n1,insertion,False,clean_model_teacher,3.726865768432617,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.726865768432617
1174,[*]Nc1nc([*])c(-c2ccccc2)n1,[*]Nc1nc([*])c(-c2ccccc2)n1,deletion,False,clean_model_teacher,4.48673152923584,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,4.48673152923584
1174,[*]c1nc([*])nc(-c2ccccc2)n1,[*]c1nc([*])nc(-c2ccccc2)n1,deletion,False,clean_model_teacher,4.062814712524414,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,4.062814712524414
1175,[*]NC(S1)=CC=C1F(S2)=CC=C2C(=S)[*],[*]NC(S1)=CC=C1F(S2)=CC=C2C(=S)[*],substitution,False,clean_model_teacher,2.817671537399292,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,2.817671537399292
1175,[*]NC(S1)=CC=C1C(S2)-CC=C2C(=S)[*],[*]NC(S1)=CC=C1C(S2)-CC=C2C(=S)[*],substitution,False,clean_model_teacher,3.1556589603424072,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.1556589603424072
1175,[*]NC(S1)=CC=C-1C(S2)=CC=C2C(=S)[*],[*]NC(S1)=CC=C-1C(S2)=CC=C2C(=S)[*],insertion,True,clean_model_teacher,2.4317166805267334,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,2.4317166805267334
1175,[*]NC(S1)=CC=C1C(S2)=CC=C2C(=\S)[*],[*]NC(S1)=CC=C1C(S2)=CC=C2C(=\S)[*],insertion,False,clean_model_teacher,2.917372465133667,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,2.917372465133667
1175,[*]NC(S1)CC=C1C(S2)=CC=C2C(=S)[*],[*]NC(S1)CC=C1C(S2)=CC=C2C(=S)[*],deletion,False,clean_model_teacher,2.1731271743774414,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,2.1731271743774414
1175,[*]NC(S1)=C=C1C(S2)=CC=C2C(=S)[*],[*]NC(S1)=C=C1C(S2)=CC=C2C(=S)[*],deletion,False,clean_model_teacher,1.939542531967163,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,1.939542531967163
1175,[*]NC(S1)=CC=C1C(S2)C=C=C2C(=S)[*],[*]NC(S1)=CC=C1C(S2)C=C=C2C(=S)[*],rearrangement,False,clean_model_teacher,2.9249391555786133,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,2.9249391555786133
1175,[*]NC(S1)=CC=C1C(S2)==CCC2C(=S)[*],[*]NC(S1)=CC=C1C(S2)==CCC2C(=S)[*],rearrangement,False,clean_model_teacher,2.8874452114105225,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,2.8874452114105225
1176,[*]o1cc2sc([*])c(C)c2s1,[*]o1cc2sc([*])c(C)c2s1,substitution,False,clean_model_teacher,2.6369502544403076,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,2.6369502544403076
1176,[*]c1cc2sc[Si]([*])c(C)c2s1,[*]c1cc2sc[Si]([*])c(C)c2s1,insertion,False,clean_model_teacher,2.0448970794677734,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,2.0448970794677734
1176,[*]c1cc2sc([*])[nH]c(C)c2s1,[*]c1cc2sc([*])[nH]c(C)c2s1,insertion,False,clean_model_teacher,1.8430354595184326,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,1.8430354595184326
1176,[*]c1c2sc([*])c(C)c2s1,[*]c1c2sc([*])c(C)c2s1,deletion,False,clean_model_teacher,2.9343419075012207,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,2.9343419075012207
1176,[*]c1cc2sc([*])c(C)2s1,[*]c1cc2sc([*])c(C)2s1,deletion,False,clean_model_teacher,2.780071258544922,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,2.780071258544922
1177,[*]CC(C)(C)COC(=O)CI(=O)O[*],[*]CC(C)(C)COC(=O)CI(=O)O[*],substitution,False,clean_model_teacher,6.516919136047363,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,6.516919136047363
1177,[*]CC(C)(C)COC(=O)CC(=O)P[*],[*]CC(C)(C)COC(=O)CC(=O)P[*],substitution,False,clean_model_teacher,6.601855278015137,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,6.601855278015137
1177,[*]CFC(C)(C)COC(=O)CC(=O)O[*],[*]CFC(C)(C)COC(=O)CC(=O)O[*],insertion,False,clean_model_teacher,6.308096408843994,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,6.308096408843994
1177,[*]CC(C)([O-]C)COC(=O)CC(=O)O[*],[*]CC(C)([O-]C)COC(=O)CC(=O)O[*],insertion,False,clean_model_teacher,6.408681392669678,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,6.408681392669678
1177,[*]CC(C)(C)COC(=O)C(=O)O[*],[*]CC(C)(C)COC(=O)C(=O)O[*],deletion,False,clean_model_teacher,6.221868515014648,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,6.221868515014648
1177,[*]C(C)(C)COC(=O)CC(=O)O[*],[*]C(C)(C)COC(=O)CC(=O)O[*],deletion,False,clean_model_teacher,6.215164661407471,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,6.215164661407471
1177,[*]CC(C)(C)OCC(=O)CC(=O)O[*],[*]CC(C)(C)OCC(=O)CC(=O)O[*],rearrangement,False,clean_model_teacher,6.580839157104492,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,6.580839157104492
1177,[*]CC(C)(C)CCO(=O)CC(=O)O[*],[*]CC(C)(C)CCO(=O)CC(=O)O[*],rearrangement,False,clean_model_teacher,6.621170997619629,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,6.621170997619629
1178,[*]CCNC(=O)c1ccsc(O[*])c1,[*]CCNC(=O)c1ccsc(O[*])c1,substitution,False,clean_model_teacher,4.442742824554443,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,4.442742824554443
1178,[*]CCNC(/O)c1cccc(O[*])c1,[*]CCNC(/O)c1cccc(O[*])c1,substitution,False,clean_model_teacher,5.159999847412109,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,5.159999847412109
1178,[*]CCNC(=O)cc1cccc(O[*])c1,[*]CCNC(=O)cc1cccc(O[*])c1,insertion,False,clean_model_teacher,5.402045726776123,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,5.402045726776123
1178,[*]CCNC(=O)c1cccc(O[*])cc1,[*]CCNC(=O)c1cccc(O[*])cc1,insertion,False,clean_model_teacher,5.263270854949951,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,5.263270854949951
1178,[*]CCNC(=O)c1ccc(O[*])c1,[*]CCNC(=O)c1ccc(O[*])c1,deletion,False,clean_model_teacher,5.239203453063965,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,5.239203453063965
1178,[*]CNC(=O)c1cccc(O[*])c1,[*]CNC(=O)c1cccc(O[*])c1,deletion,False,clean_model_teacher,5.762091636657715,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,5.762091636657715
1178,[*]NCCC(=O)c1cccc(O[*])c1,[*]NCCC(=O)c1cccc(O[*])c1,rearrangement,False,clean_model_teacher,4.764552116394043,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,4.764552116394043
1178,[*]CNCC(=O)c1cccc(O[*])c1,[*]CNCC(=O)c1cccc(O[*])c1,rearrangement,False,clean_model_teacher,4.87808895111084,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,4.87808895111084
1179,[*]Nc1ccc([*])cc1OCCCCS(=O)(=F)O,[*]Nc1ccc([*])cc1OCCCCS(=O)(=F)O,substitution,False,clean_model_teacher,3.4630775451660156,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.4630775451660156
1179,[*]Nc1occ([*])cc1OCCCCS(=O)(=O)O,[*]Nc1occ([*])cc1OCCCCS(=O)(=O)O,substitution,False,clean_model_teacher,3.6590447425842285,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.6590447425842285
1179,[*]Nc1ccc([*])cc1OCCCCS(=O)([nH]=O)O,[*]Nc1ccc([*])cc1OCCCCS(=O)([nH]=O)O,insertion,False,clean_model_teacher,4.098957538604736,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,4.098957538604736
1179,[*]N[O-]c1ccc([*])cc1OCCCCS(=O)(=O)O,[*]N[O-]c1ccc([*])cc1OCCCCS(=O)(=O)O,insertion,False,clean_model_teacher,4.849813938140869,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,4.849813938140869
1179,[*]Nc1cc([*])cc1OCCCCS(=O)(=O)O,[*]Nc1cc([*])cc1OCCCCS(=O)(=O)O,deletion,False,clean_model_teacher,4.73612642288208,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,4.73612642288208
1179,[*]Nc1ccc([*])cc1OCCCCS(O)(=O)O,[*]Nc1ccc([*])cc1OCCCCS(O)(=O)O,deletion,False,clean_model_teacher,4.651558876037598,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,4.651558876037598
1179,[*]Nc1ccc([*])cc1CCOCCS(=O)(=O)O,[*]Nc1ccc([*])cc1CCOCCS(=O)(=O)O,rearrangement,False,clean_model_teacher,3.7937514781951904,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.7937514781951904
1179,[*]Nc1ccc([*])cc1OCCSCC(=O)(=O)O,[*]Nc1ccc([*])cc1OCCSCC(=O)(=O)O,rearrangement,False,clean_model_teacher,3.921238899230957,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.921238899230957
1180,[*]CC(F)(F)I1(F)CC(CC(O)(C(F)(F)F)C(F)(F)F)CC1[*],[*]CC(F)(F)I1(F)CC(CC(O)(C(F)(F)F)C(F)(F)F)CC1[*],substitution,False,clean_model_teacher,7.819454669952393,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,7.819454669952393
1180,[*]CC(F)(F)C1(F)OC(CC(O)(C(F)(F)F)C(F)(F)F)CC1[*],[*]CC(F)(F)C1(F)OC(CC(O)(C(F)(F)F)C(F)(F)F)CC1[*],substitution,False,clean_model_teacher,7.912945747375488,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,7.912945747375488
1180,[*]CC(F)(F)C1(F)CC(CC(O)(C(F)(F)F)C(F)([2H]F)F)CC1[*],[*]CC(F)(F)C1(F)CC(CC(O)(C(F)(F)F)C(F)([2H]F)F)CC1[*],insertion,False,clean_model_teacher,7.670501708984375,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,7.670501708984375
1180,[*]CC(F)(F)CO1(F)CC(CC(O)(C(F)(F)F)C(F)(F)F)CC1[*],[*]CC(F)(F)CO1(F)CC(CC(O)(C(F)(F)F)C(F)(F)F)CC1[*],insertion,False,clean_model_teacher,7.136717319488525,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,7.136717319488525
1180,[*]CC(F)(F)C1(F)C(CC(O)(C(F)(F)F)C(F)(F)F)CC1[*],[*]CC(F)(F)C1(F)C(CC(O)(C(F)(F)F)C(F)(F)F)CC1[*],deletion,False,clean_model_teacher,7.651618003845215,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,7.651618003845215
1180,[*]CC(F)(F)C1(F)CC(CC(O)(C(F)(F)F)C(F)(F)F)C1[*],[*]CC(F)(F)C1(F)CC(CC(O)(C(F)(F)F)C(F)(F)F)C1[*],deletion,False,clean_model_teacher,7.972649097442627,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,7.972649097442627
1181,[*]N(=O)c1ccc2c(c1)C(=O)N(c1ccc(N3C(=O)c4ccc([*])cc4C3=O)cc1)C2=O,[*]N(=O)c1ccc2c(c1)C(=O)N(c1ccc(N3C(=O)c4ccc([*])cc4C3=O)cc1)C2=O,substitution,False,clean_model_teacher,2.821585178375244,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,2.821585178375244
1181,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(N3C(=O)c4ccc([*])cc4C3=O)cc1)C2=P,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(N3C(=O)c4ccc([*])cc4C3=O)cc1)C2=P,substitution,False,clean_model_teacher,2.932056427001953,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,2.932056427001953
1181,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(N3C(=O)c4ccc([*])Icc4C3=O)cc1)C2=O,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(N3C(=O)c4ccc([*])Icc4C3=O)cc1)C2=O,insertion,False,clean_model_teacher,3.2939600944519043,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.2939600944519043
1181,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(N3C(=O)[nH]c4ccc([*])cc4C3=O)cc1)C2=O,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(N3C(=O)[nH]c4ccc([*])cc4C3=O)cc1)C2=O,insertion,False,clean_model_teacher,3.184384346008301,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.184384346008301
1181,[*]C(=O)c1ccc2(c1)C(=O)N(c1ccc(N3C(=O)c4ccc([*])cc4C3=O)cc1)C2=O,[*]C(=O)c1ccc2(c1)C(=O)N(c1ccc(N3C(=O)c4ccc([*])cc4C3=O)cc1)C2=O,deletion,False,clean_model_teacher,3.2807211875915527,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,3.2807211875915527
1181,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(N3C(=O)c4cc([*])cc4C3=O)cc1)C2=O,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(N3C(=O)c4cc([*])cc4C3=O)cc1)C2=O,deletion,False,clean_model_teacher,2.864067554473877,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,2.864067554473877
1182,[*]C(=O)NCCCCCCNBr(=O)c1cncc([*])c1,[*]C(=O)NCCCCCCNBr(=O)c1cncc([*])c1,substitution,False,clean_model_teacher,4.886876583099365,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,4.886876583099365
1182,[*]C(=O)NCCCCCCNC(=O)c1cccc([*])c1,[*]C(=O)NCCCCCCNC(=O)c1cccc([*])c1,substitution,False,clean_model_teacher,4.60307502746582,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,4.60307502746582
1182,[*]C(=O[N-])NCCCCCCNC(=O)c1cncc([*])c1,[*]C(=O[N-])NCCCCCCNC(=O)c1cncc([*])c1,insertion,False,clean_model_teacher,4.183891296386719,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,4.183891296386719
1182,[*]C(=O[2H])NCCCCCCNC(=O)c1cncc([*])c1,[*]C(=O[2H])NCCCCCCNC(=O)c1cncc([*])c1,insertion,False,clean_model_teacher,4.00377893447876,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,4.00377893447876
1182,[*]C(=O)NCCCCCCNC(O)c1cncc([*])c1,[*]C(=O)NCCCCCCNC(O)c1cncc([*])c1,deletion,False,clean_model_teacher,5.293169975280762,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,5.293169975280762
1182,[*]C(=O)NCCCCCCNC(=O)1cncc([*])c1,[*]C(=O)NCCCCCCNC(=O)1cncc([*])c1,deletion,False,clean_model_teacher,4.95949125289917,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,4.95949125289917
1182,[*]C(=O)CCNCCCCNC(=O)c1cncc([*])c1,[*]C(=O)CCNCCCCNC(=O)c1cncc([*])c1,rearrangement,False,clean_model_teacher,4.625056266784668,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,4.625056266784668
1182,[*]C(=O)NCCCCNCCC(=O)c1cncc([*])c1,[*]C(=O)NCCCCNCCC(=O)c1cncc([*])c1,rearrangement,False,clean_model_teacher,4.9534783363342285,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,4.9534783363342285
1183,[*]NC(C=C1)=CC=C1OC(S2)=CC=P2[*],[*]NC(C=C1)=CC=C1OC(S2)=CC=P2[*],substitution,False,clean_model_teacher,4.350085258483887,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,4.350085258483887
1183,[*]NS(C=C1)=CC=C1OC(S2)=CC=C2[*],[*]NS(C=C1)=CC=C1OC(S2)=CC=C2[*],substitution,False,clean_model_teacher,4.073862075805664,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,4.073862075805664
1183,[*]NC(C=C1)=CC=C1OC(CS2)=CC=C2[*],[*]NC(C=C1)=CC=C1OC(CS2)=CC=C2[*],insertion,False,clean_model_teacher,4.166391849517822,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,4.166391849517822
1183,[*]NC(C=C1)=CC=C1OC(S2)I=CC=C2[*],[*]NC(C=C1)=CC=C1OC(S2)I=CC=C2[*],insertion,False,clean_model_teacher,4.229714870452881,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,4.229714870452881
1183,[*]NC(C=C1)=CC=C1OC(S2)=C=C2[*],[*]NC(C=C1)=CC=C1OC(S2)=C=C2[*],deletion,False,clean_model_teacher,4.024291515350342,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,4.024291515350342
1183,[*]NC(C=C1)=CC=C1OC(S2)CC=C2[*],[*]NC(C=C1)=CC=C1OC(S2)CC=C2[*],deletion,False,clean_model_teacher,4.448553085327148,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,4.448553085327148
1183,[*]NC(C=C1)=CCC=1OC(S2)=CC=C2[*],[*]NC(C=C1)=CCC=1OC(S2)=CC=C2[*],rearrangement,False,clean_model_teacher,4.101160049438477,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,4.101160049438477
1183,[*]NC(C=C1)=CC=C1OC(S2)C=C=C2[*],[*]NC(C=C1)=CC=C1OC(S2)C=C=C2[*],rearrangement,False,clean_model_teacher,4.386529445648193,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,4.386529445648193
1184,[*]CCC(C)CPC(=O)N[*],[*]CCC(C)CPC(=O)N[*],substitution,False,clean_model_teacher,5.818978309631348,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,5.818978309631348
1184,[*]CCC(C)CCC(=O)S[*],[*]CCC(C)CCC(=O)S[*],substitution,False,clean_model_teacher,4.853500843048096,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,4.853500843048096
1184,[*]CCC(Cc)CCC(=O)N[*],[*]CCC(Cc)CCC(=O)N[*],insertion,False,clean_model_teacher,6.112334251403809,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,6.112334251403809
1184,[*]CCC(C)=CCC(=O)N[*],[*]CCC(C)=CCC(=O)N[*],insertion,False,clean_model_teacher,5.836560249328613,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,5.836560249328613
1184,[*]CC(C)CCC(=O)N[*],[*]CC(C)CCC(=O)N[*],deletion,False,clean_model_teacher,5.553891181945801,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,5.553891181945801
1184,[*]CCC(C)CC(=O)N[*],[*]CCC(C)CC(=O)N[*],deletion,False,clean_model_teacher,5.3270087242126465,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,5.3270087242126465
1185,C([*])=CCC(C)F([*]),C([*])=CCC(C)F([*]),substitution,False,clean_model_teacher,4.780017375946045,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,4.780017375946045
1185,C([*])=CCC(C)Br([*]),C([*])=CCC(C)Br([*]),substitution,False,clean_model_teacher,4.5500383377075195,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,4.5500383377075195
1185,C([*])=CClCC(C)C([*]),C([*])=CClCC(C)C([*]),insertion,False,clean_model_teacher,5.546512126922607,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,5.546512126922607
1185,C([*])=CCFC(C)C([*]),C([*])=CCFC(C)C([*]),insertion,False,clean_model_teacher,5.624032974243164,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,5.624032974243164
1185,C([*])=CC(C)C([*]),C([*])=CC(C)C([*]),deletion,False,clean_model_teacher,5.803349494934082,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,5.803349494934082
1185,C([*])=CCC()C([*]),C([*])=CCC()C([*]),deletion,False,clean_model_teacher,5.409814357757568,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,5.409814357757568
1185,C([*])CC=C(C)C([*]),C([*])CC=C(C)C([*]),rearrangement,False,clean_model_teacher,5.054205894470215,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,5.054205894470215
1186,[*]CCCCCCCCCNN(=O)CCCCCCCC(=O)N[*],[*]CCCCCCCCCNN(=O)CCCCCCCC(=O)N[*],substitution,False,clean_model_teacher,5.778595447540283,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,5.778595447540283
1186,[*]CCPCCCCCCNC(=O)CCCCCCCC(=O)N[*],[*]CCPCCCCCCNC(=O)CCCCCCCC(=O)N[*],substitution,False,clean_model_teacher,5.81491756439209,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,5.81491756439209
1186,[*]CCCCCCCCCNC(=O)CCCCnCCCC(=O)N[*],[*]CCCCCCCCCNC(=O)CCCCnCCCC(=O)N[*],insertion,False,clean_model_teacher,5.711721897125244,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,5.711721897125244
1186,[*]CCCCCCCCCNC(=O)CCCCCC[N+]CC(=O)N[*],[*]CCCCCCCCCNC(=O)CCCCCC[N+]CC(=O)N[*],insertion,False,clean_model_teacher,5.551129341125488,0b1bb3f62ca72a897fd84c8e7f3129f8a7a9d75c1179c10debb63e46113731e4,5.551129341125488
