polymer_id,original_representation,property_name,property_value,units,source_dataset,split
aug_sample_978:rearrangement:20260815:0,[*]CCCCSSCC[*],Bandgap,4.898,eV,adversarial_augmentation,train
aug_sample_978:rearrangement:20260815:1,[*]CCCCCCSS[*],Bandgap,4.898,eV,adversarial_augmentation,train
aug_sample_978:rearrangement:20260815:2,[*]CCCSCCCS[*],Bandgap,4.898,eV,adversarial_augmentation,train
aug_sample_978:rearrangement:20260815:3,[*]CCCCCSCS[*],Bandgap,4.898,eV,adversarial_augmentation,train
aug_sample_978:rearrangement:20260815:4,[*]CCSCCCCS[*],Bandgap,4.898,eV,adversarial_augmentation,train
aug_sample_979:substitution:20260815:0,[*]CCCCOc1cccc(C(=O)OC(=O)c2nccc(O[*])c2)c1,Bandgap,4.05,eV,adversarial_augmentation,train
aug_sample_979:substitution:20260815:3,[*]CCCCOc1cccc(C(\O)OC(=O)c2cccc(O[*])c2)c1,Bandgap,4.05,eV,adversarial_augmentation,train
aug_sample_979:rearrangement:20260815:2,[*]CCOCCc1cccc(C(=O)OC(=O)c2cccc(O[*])c2)c1,Bandgap,4.05,eV,adversarial_augmentation,train
aug_sample_979:rearrangement:20260815:3,[*]CCCOCc1cccc(C(=O)OC(=O)c2cccc(O[*])c2)c1,Bandgap,4.05,eV,adversarial_augmentation,train
aug_sample_980:substitution:20260815:2,[*]CC(C#N)(C#N)C(C#N)C(C#N)(C#N)C(C-N)C(C#N)(C#N)[*],Bandgap,6.6115,eV,adversarial_augmentation,train
aug_sample_980:substitution:20260815:3,[*]OC(C#N)(C#N)C(C#N)C(C#N)(C#N)C(C#N)C(C#N)(C#N)[*],Bandgap,6.6115,eV,adversarial_augmentation,train
aug_sample_980:substitution:20260815:4,[*]CC(C#S)(C#N)C(C#N)C(C#N)(C#N)C(C#N)C(C#N)(C#N)[*],Bandgap,6.6115,eV,adversarial_augmentation,train
aug_sample_981:substitution:20260815:4,[*]Nc1cc(C(c2ccc(O)c(NC(=O)c3ccc4cc(C([*])=O)ccc4c3)n2)(C(F)(F)F)C(F)(F)F)ccc1O,Bandgap,3.4541,eV,adversarial_augmentation,train
aug_sample_982:substitution:20260815:4,[*]CCCCCCCSCCSSS[*],Bandgap,4.7227,eV,adversarial_augmentation,train
aug_sample_982:rearrangement:20260815:0,[*]CCCCCCCCCSCSS[*],Bandgap,4.7227,eV,adversarial_augmentation,train
aug_sample_982:rearrangement:20260815:1,[*]CCCCCCCCCSSCS[*],Bandgap,4.7227,eV,adversarial_augmentation,train
aug_sample_983:substitution:20260815:1,[*]c1ccs(Cc2ccc(N3C(=O)N([*])C3=O)cc2)cc1,Bandgap,3.951,eV,adversarial_augmentation,train
aug_sample_985:substitution:20260815:0,[*]OC1([*])CCCCC1,Bandgap,6.2872,eV,adversarial_augmentation,train
aug_sample_985:substitution:20260815:1,[*]CC1([*])CPCCC1,Bandgap,6.2872,eV,adversarial_augmentation,train
aug_sample_985:substitution:20260815:4,[*]CC1([*])CCSCC1,Bandgap,6.2872,eV,adversarial_augmentation,train
aug_sample_986:substitution:20260815:3,[*]OC(=O)c1ccnc(C([*])=O)c1,Bandgap,4.6257,eV,adversarial_augmentation,train
aug_sample_986:substitution:20260815:4,[*]OC(=O)c1cccc(C([*])=C)c1,Bandgap,4.6257,eV,adversarial_augmentation,train
aug_sample_987:substitution:20260815:0,[*]CCCCCNC(=O)CC(-O)N[*],Bandgap,5.6519,eV,adversarial_augmentation,train
aug_sample_987:substitution:20260815:1,[*]CCCCCOC(=O)CC(=O)N[*],Bandgap,5.6519,eV,adversarial_augmentation,train
aug_sample_987:substitution:20260815:2,[*]CCCCCNC(=O)CC(=P)N[*],Bandgap,5.6519,eV,adversarial_augmentation,train
aug_sample_987:substitution:20260815:3,[*]CCCCCNI(=O)CC(=O)N[*],Bandgap,5.6519,eV,adversarial_augmentation,train
aug_sample_987:substitution:20260815:4,[*]NCCCCNC(=O)CC(=O)N[*],Bandgap,5.6519,eV,adversarial_augmentation,train
aug_sample_987:rearrangement:20260815:0,[*]CCCCNCC(=O)CC(=O)N[*],Bandgap,5.6519,eV,adversarial_augmentation,train
aug_sample_987:rearrangement:20260815:2,[*]CCCNCCC(=O)CC(=O)N[*],Bandgap,5.6519,eV,adversarial_augmentation,train
aug_sample_988:substitution:20260815:0,[*]CC1CC(COC(=O)c2ccc(C(=P)O[*])cc2)CC(C(C)(C)C)C1,Bandgap,4.652,eV,adversarial_augmentation,train
aug_sample_988:substitution:20260815:1,[*]CC1IC(COC(=O)c2ccc(C(=O)O[*])cc2)CC(C(C)(C)C)C1,Bandgap,4.652,eV,adversarial_augmentation,train
aug_sample_988:substitution:20260815:3,[*]CC1CC(SOC(=O)c2ccc(C(=O)O[*])cc2)CC(C(C)(C)C)C1,Bandgap,4.652,eV,adversarial_augmentation,train
aug_sample_988:substitution:20260815:4,[*]CC1CC(COC(=O)s2ccc(C(=O)O[*])cc2)CC(C(C)(C)C)C1,Bandgap,4.652,eV,adversarial_augmentation,train
aug_sample_988:rearrangement:20260815:1,[*]CC1CC(OCC(=O)c2ccc(C(=O)O[*])cc2)CC(C(C)(C)C)C1,Bandgap,4.652,eV,adversarial_augmentation,train
aug_sample_989:substitution:20260815:1,[*]Oc1ccc(OC(=O)c2ccc(C([*])=O)cc2)nc1,Bandgap,3.752,eV,adversarial_augmentation,train
aug_sample_989:substitution:20260815:3,[*]Oc1ccc(OC(=O)s2ccc(C([*])=O)cc2)cc1,Bandgap,3.752,eV,adversarial_augmentation,train
aug_sample_989:substitution:20260815:4,[*]Os1ccc(OC(=O)c2ccc(C([*])=O)cc2)cc1,Bandgap,3.752,eV,adversarial_augmentation,train
aug_sample_990:substitution:20260815:1,[*]CCICCOCCOCCOC(=O)CCSCCC(=O)O[*],Bandgap,5.2314,eV,adversarial_augmentation,train
aug_sample_990:substitution:20260815:4,[*]CCOCCOCCOCCOC(=O)CCSCNC(=O)O[*],Bandgap,5.2314,eV,adversarial_augmentation,train
aug_sample_990:rearrangement:20260815:0,[*]CCOCOCCCOCCOC(=O)CCSCCC(=O)O[*],Bandgap,5.2314,eV,adversarial_augmentation,train
aug_sample_990:rearrangement:20260815:1,[*]COCCCOCCOCCOC(=O)CCSCCC(=O)O[*],Bandgap,5.2314,eV,adversarial_augmentation,train
aug_sample_990:rearrangement:20260815:3,[*]CCOCCOCCOCCOC(=O)CSCCCC(=O)O[*],Bandgap,5.2314,eV,adversarial_augmentation,train
aug_sample_990:rearrangement:20260815:4,[*]OCCCCOCCOCCOC(=O)CCSCCC(=O)O[*],Bandgap,5.2314,eV,adversarial_augmentation,train
aug_sample_991:substitution:20260815:0,[*]Nc1cnc([*])cc1Cl,Bandgap,4.5808,eV,adversarial_augmentation,train
aug_sample_991:substitution:20260815:1,[*]Nc1ccc([*])cc1P,Bandgap,4.5808,eV,adversarial_augmentation,train
aug_sample_991:substitution:20260815:2,[*]Nc1ncc([*])cc1Cl,Bandgap,4.5808,eV,adversarial_augmentation,train
aug_sample_992:substitution:20260815:2,[*]NC(=P)OC(S1)=CC=C1[*],Bandgap,3.8526,eV,adversarial_augmentation,train
aug_sample_992:substitution:20260815:4,[*]NS(=O)OC(S1)=CC=C1[*],Bandgap,3.8526,eV,adversarial_augmentation,train
aug_sample_992:rearrangement:20260815:1,[*]NC(=O)OC(S1)=C=CC1[*],Bandgap,3.8526,eV,adversarial_augmentation,train
aug_sample_992:rearrangement:20260815:2,[*]NC(=O)OC(S1)=CCC=1[*],Bandgap,3.8526,eV,adversarial_augmentation,train
aug_sample_992:rearrangement:20260815:4,[*]NC(=O)OC(S1)C=C=C1[*],Bandgap,3.8526,eV,adversarial_augmentation,train
aug_sample_993:substitution:20260815:2,[*]c1ccc([*])n1CCOCCC,Bandgap,2.6624,eV,adversarial_augmentation,train
aug_sample_993:substitution:20260815:3,[*]c1ccc([*])n1CCCCCN,Bandgap,2.6624,eV,adversarial_augmentation,train
aug_sample_994:substitution:20260815:1,[*]OC1C(COCC(-O)O)OC([*])C(O)C1O,Bandgap,6.4651,eV,adversarial_augmentation,train
aug_sample_994:substitution:20260815:2,[*]OC1C(COCS(=O)O)OC([*])C(O)C1O,Bandgap,6.4651,eV,adversarial_augmentation,train
aug_sample_994:substitution:20260815:3,[*]IC1C(COCC(=O)O)OC([*])C(O)C1O,Bandgap,6.4651,eV,adversarial_augmentation,train
aug_sample_994:substitution:20260815:4,[*]OC1C(COPC(=O)O)OC([*])C(O)C1O,Bandgap,6.4651,eV,adversarial_augmentation,train
aug_sample_994:rearrangement:20260815:0,[*]OC1C(CCOC(=O)O)OC([*])C(O)C1O,Bandgap,6.4651,eV,adversarial_augmentation,train
aug_sample_994:rearrangement:20260815:2,[*]OC1C(OCCC(=O)O)OC([*])C(O)C1O,Bandgap,6.4651,eV,adversarial_augmentation,train
aug_sample_995:substitution:20260815:0,[*]CCCOC(\O)c1ccc(-c2ccc(C(=O)O[*])cc2)cc1,Bandgap,4.2973,eV,adversarial_augmentation,train
aug_sample_995:substitution:20260815:3,[*]CCCOC(=O)s1ccc(-c2ccc(C(=O)O[*])cc2)cc1,Bandgap,4.2973,eV,adversarial_augmentation,train
aug_sample_995:substitution:20260815:4,[*]CCCOC(=I)c1ccc(-c2ccc(C(=O)O[*])cc2)cc1,Bandgap,4.2973,eV,adversarial_augmentation,train
aug_sample_995:rearrangement:20260815:0,[*]CCOCC(=O)c1ccc(-c2ccc(C(=O)O[*])cc2)cc1,Bandgap,4.2973,eV,adversarial_augmentation,train
aug_sample_995:rearrangement:20260815:2,[*]COCCC(=O)c1ccc(-c2ccc(C(=O)O[*])cc2)cc1,Bandgap,4.2973,eV,adversarial_augmentation,train
aug_sample_996:substitution:20260815:2,[*]Oc1ccc(SSCCSSc2ccc([*])cc2)nc1,Bandgap,3.8114,eV,adversarial_augmentation,train
aug_sample_996:rearrangement:20260815:0,[*]Oc1ccc(SSCSSCc2ccc([*])cc2)cc1,Bandgap,3.8114,eV,adversarial_augmentation,train
aug_sample_996:rearrangement:20260815:1,[*]Oc1ccc(SCCSSSc2ccc([*])cc2)cc1,Bandgap,3.8114,eV,adversarial_augmentation,train
aug_sample_996:rearrangement:20260815:4,[*]Oc1ccc(SSSCCSc2ccc([*])cc2)cc1,Bandgap,3.8114,eV,adversarial_augmentation,train
aug_sample_997:substitution:20260815:2,[*]c1ccc(-c2ncc(-c3ccc([*])n3C)o2)o1,Bandgap,2.2511,eV,adversarial_augmentation,train
aug_sample_997:substitution:20260815:3,[*]c1ccc(/c2ccc(-c3ccc([*])n3C)o2)o1,Bandgap,2.2511,eV,adversarial_augmentation,train
aug_sample_998:substitution:20260815:0,[*]CCCCCCCCCSC(=O)c1ccc(NC(=O)CCCCCCCCC(=O)Nc2ccc(C(=O)O[*])cc2)cc1,Bandgap,4.0973,eV,adversarial_augmentation,train
aug_sample_998:substitution:20260815:1,[*]PCCCCCCCCOC(=O)c1ccc(NC(=O)CCCCCCCCC(=O)Nc2ccc(C(=O)O[*])cc2)cc1,Bandgap,4.0973,eV,adversarial_augmentation,train
aug_sample_998:substitution:20260815:2,[*]CCCCCCCCCOC(=O)c1ccc(NC(=O)CCCCCCCCC(=O)Cc2ccc(C(=O)O[*])cc2)cc1,Bandgap,4.0973,eV,adversarial_augmentation,train
aug_sample_998:substitution:20260815:3,[*]CCCCCCCCCCC(=O)c1ccc(NC(=O)CCCCCCCCC(=O)Nc2ccc(C(=O)O[*])cc2)cc1,Bandgap,4.0973,eV,adversarial_augmentation,train
aug_sample_998:substitution:20260815:4,[*]CCCCCCCCCOC(=O)c1ccc(NC(=O)PCCCCCCCC(=O)Nc2ccc(C(=O)O[*])cc2)cc1,Bandgap,4.0973,eV,adversarial_augmentation,train
aug_sample_998:rearrangement:20260815:0,[*]CCCCCCCCOCC(=O)c1ccc(NC(=O)CCCCCCCCC(=O)Nc2ccc(C(=O)O[*])cc2)cc1,Bandgap,4.0973,eV,adversarial_augmentation,train
aug_sample_998:rearrangement:20260815:2,[*]CCCCCCCOCCC(=O)c1ccc(NC(=O)CCCCCCCCC(=O)Nc2ccc(C(=O)O[*])cc2)cc1,Bandgap,4.0973,eV,adversarial_augmentation,train
aug_sample_999:substitution:20260815:0,[*]OC1CCCCC1OC([*])=N,Bandgap,6.5485,eV,adversarial_augmentation,train
aug_sample_999:substitution:20260815:2,[*]OC1CCCCC1NC([*])=O,Bandgap,6.5485,eV,adversarial_augmentation,train
aug_sample_1000:substitution:20260815:1,[*]Nc1cc(O)c([*])cc1C,Bandgap,3.9301,eV,adversarial_augmentation,train
aug_sample_1000:substitution:20260815:2,[*]Nc1cc(C)c([*])cc1P,Bandgap,3.9301,eV,adversarial_augmentation,train
aug_sample_1001:substitution:20260815:0,[*]C(=O)NNC(=O)c1cccc(C(=O)NNC(=O)c2ncc([*])nc2)c1,Bandgap,3.7955,eV,adversarial_augmentation,train
aug_sample_1001:substitution:20260815:2,[*]C(=O)NNC(=O)c1cccc(C(=O)NNC(-O)c2ccc([*])nc2)c1,Bandgap,3.7955,eV,adversarial_augmentation,train
aug_sample_1001:substitution:20260815:3,[*]C(=O)NNC(=I)c1cccc(C(=O)NNC(=O)c2ccc([*])nc2)c1,Bandgap,3.7955,eV,adversarial_augmentation,train
aug_sample_1001:substitution:20260815:4,[*]C(=O)NNC(=O)c1cccc(C(\O)NNC(=O)c2ccc([*])nc2)c1,Bandgap,3.7955,eV,adversarial_augmentation,train
aug_sample_1002:substitution:20260815:0,[*]C=CCCCCCIC(Cl)CCCCCC[*],Bandgap,5.9472,eV,adversarial_augmentation,train
aug_sample_1002:substitution:20260815:4,[*]C=CCPCCCCC(Cl)CCCCCC[*],Bandgap,5.9472,eV,adversarial_augmentation,train
aug_sample_1002:rearrangement:20260815:0,[*]CC=CCCCCCC(Cl)CCCCCC[*],Bandgap,5.9472,eV,adversarial_augmentation,train
aug_sample_1002:rearrangement:20260815:1,[*]CCC=CCCCCC(Cl)CCCCCC[*],Bandgap,5.9472,eV,adversarial_augmentation,train
aug_sample_1003:substitution:20260815:0,[*]CCCC(P)O[Si](C)(C)O[*],Bandgap,6.2384,eV,adversarial_augmentation,train
aug_sample_1004:substitution:20260815:0,[*]Oc1ccc(C2(c3ccc(OC(=O)OC4C(C)(C)C(OC([*])=O)C4(C)I)cc3)CCC(C(C)(C)C)CC2)cc1,Bandgap,4.8454,eV,adversarial_augmentation,train
aug_sample_1004:substitution:20260815:2,[*]Oc1ccc(C2(c3ccc(OC(=O)OC4C(C)(C)C(OC([*])=I)C4(C)C)cc3)CCC(C(C)(C)C)CC2)cc1,Bandgap,4.8454,eV,adversarial_augmentation,train
aug_sample_1004:substitution:20260815:4,[*]Oc1ccc(C2(c3ccc(OC(=O)OC4C(C)(C)C(OC([*])=O)C4(C)C)cc3)SCC(C(C)(C)C)CC2)cc1,Bandgap,4.8454,eV,adversarial_augmentation,train
aug_sample_1005:substitution:20260815:0,[*]CC([*])C(F)(F)C(F)(F)C(F)(C)F,Bandgap,8.7077,eV,adversarial_augmentation,train
aug_sample_1005:substitution:20260815:1,[*]CC([*])C(F)(F)C(F)(F)C(F)(Br)F,Bandgap,8.7077,eV,adversarial_augmentation,train
aug_sample_1005:substitution:20260815:2,[*]CC([*])C(F)(F)I(F)(F)C(F)(F)F,Bandgap,8.7077,eV,adversarial_augmentation,train
aug_sample_1005:substitution:20260815:3,[*]NC([*])C(F)(F)C(F)(F)C(F)(F)F,Bandgap,8.7077,eV,adversarial_augmentation,train
aug_sample_1005:substitution:20260815:4,[*]CC([*])C(F)(F)P(F)(F)C(F)(F)F,Bandgap,8.7077,eV,adversarial_augmentation,train
aug_sample_1006:substitution:20260815:0,[*]CCCCN(C)C(=O)s1ccc(C(=O)N([*])C)cc1,Bandgap,4.9751,eV,adversarial_augmentation,train
aug_sample_1006:substitution:20260815:1,[*]CCCCN(C)C(=O)c1ccc(C(-O)N([*])C)cc1,Bandgap,4.9751,eV,adversarial_augmentation,train
aug_sample_1006:substitution:20260815:2,[*]CCCCN(C)C(=O)c1ccc(C(=O)N([*])S)cc1,Bandgap,4.9751,eV,adversarial_augmentation,train
aug_sample_1006:substitution:20260815:3,[*]CCCCN(C)C(\O)c1ccc(C(=O)N([*])C)cc1,Bandgap,4.9751,eV,adversarial_augmentation,train
aug_sample_1006:substitution:20260815:4,[*]CCCCN(C)C(=O)c1cnc(C(=O)N([*])C)cc1,Bandgap,4.9751,eV,adversarial_augmentation,train
aug_sample_1006:rearrangement:20260815:0,[*]CCNCC(C)C(=O)c1ccc(C(=O)N([*])C)cc1,Bandgap,4.9751,eV,adversarial_augmentation,train
aug_sample_1006:rearrangement:20260815:1,[*]CCCNC(C)C(=O)c1ccc(C(=O)N([*])C)cc1,Bandgap,4.9751,eV,adversarial_augmentation,train
aug_sample_1007:substitution:20260815:0,[*]CI([*])C(=O)OC(CC)CC,Bandgap,6.5156,eV,adversarial_augmentation,train
aug_sample_1007:substitution:20260815:1,[*]CC([*])C(=O)OC(CC)CF,Bandgap,6.5156,eV,adversarial_augmentation,train
aug_sample_1007:substitution:20260815:4,[*]CC([*])C(=P)OC(CC)CC,Bandgap,6.5156,eV,adversarial_augmentation,train
aug_sample_1008:substitution:20260815:1,[*]CC(C)CCCCC(-O)N[*],Bandgap,6.0048,eV,adversarial_augmentation,train
aug_sample_1008:substitution:20260815:3,[*]CC(C)CCNCC(=O)N[*],Bandgap,6.0048,eV,adversarial_augmentation,train
aug_sample_1008:substitution:20260815:4,[*]CP(C)CCCCC(=O)N[*],Bandgap,6.0048,eV,adversarial_augmentation,train
aug_sample_1009:substitution:20260815:0,[*]CC([*])C(=O)N(CNC)CCC,Bandgap,5.3291,eV,adversarial_augmentation,train
aug_sample_1009:substitution:20260815:1,[*]CP([*])C(=O)N(CCC)CCC,Bandgap,5.3291,eV,adversarial_augmentation,train
aug_sample_1009:substitution:20260815:2,[*]CC([*])C(=O)N(COC)CCC,Bandgap,5.3291,eV,adversarial_augmentation,train
aug_sample_1009:substitution:20260815:3,[*]CC([*])C(=O)N(CCC)OCC,Bandgap,5.3291,eV,adversarial_augmentation,train
aug_sample_1009:substitution:20260815:4,[*]CC([*])C(=O)N(CCC)CCI,Bandgap,5.3291,eV,adversarial_augmentation,train
aug_sample_1010:substitution:20260815:4,[*]N=Cc1ccc([*])nc1,Bandgap,1.9477,eV,adversarial_augmentation,train
aug_sample_1010:rearrangement:20260815:2,[*]=CCc1ccc([*])nc1,Bandgap,1.9477,eV,adversarial_augmentation,train
aug_sample_1011:substitution:20260815:1,[*]c1ccc(C(=O)c2ccc(-n3c(=O)c4cc5s(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,Bandgap,2.9421,eV,adversarial_augmentation,train
aug_sample_1011:substitution:20260815:3,[*]c1ccc(C(=O)c2ccc(-n3c(=C)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,Bandgap,2.9421,eV,adversarial_augmentation,train
aug_sample_1012:substitution:20260815:0,[*]c1ccc(Cc2ccs(N3C(=O)C4CCC5C(=O)N([*])C(=O)C5C4C3=O)c(C)c2)cc1C,Bandgap,4.8231,eV,adversarial_augmentation,train
aug_sample_1012:substitution:20260815:1,[*]c1ccc(Cc2ccc(N3C(=I)C4CCC5C(=O)N([*])C(=O)C5C4C3=O)c(C)c2)cc1C,Bandgap,4.8231,eV,adversarial_augmentation,train
aug_sample_1012:substitution:20260815:2,[*]c1ccc(Cc2ccc(N3C(-O)C4CCC5C(=O)N([*])C(=O)C5C4C3=O)c(C)c2)cc1C,Bandgap,4.8231,eV,adversarial_augmentation,train
aug_sample_1012:substitution:20260815:3,[*]c1ccc(Cc2ncc(N3C(=O)C4CCC5C(=O)N([*])C(=O)C5C4C3=O)c(C)c2)cc1C,Bandgap,4.8231,eV,adversarial_augmentation,train
aug_sample_1013:substitution:20260815:0,[*]C(=O)C(C)NC(=O)CNC(=O)C1CCCC1[*],Bandgap,5.735,eV,adversarial_augmentation,train
aug_sample_1013:substitution:20260815:1,[*]C(=O)C(C)NC(=O)CNC(\O)C1CCCN1[*],Bandgap,5.735,eV,adversarial_augmentation,train
aug_sample_1013:substitution:20260815:2,[*]C(=O)C(C)NC(=O)CNC(=O)C1CNCN1[*],Bandgap,5.735,eV,adversarial_augmentation,train
aug_sample_1013:substitution:20260815:3,[*]C(=O)C(C)NC(=O)CNC(=C)C1CCCN1[*],Bandgap,5.735,eV,adversarial_augmentation,train
aug_sample_1013:rearrangement:20260815:0,[*]C(=O)C(C)NC(=O)CNC(=O)C1CCNC1[*],Bandgap,5.735,eV,adversarial_augmentation,train
aug_sample_1013:rearrangement:20260815:2,[*]C(=O)C(C)NC(=O)NCC(=O)C1CCCN1[*],Bandgap,5.735,eV,adversarial_augmentation,train
aug_sample_1013:rearrangement:20260815:3,[*]C(=O)C(C)NC(=O)CNC(=O)C1CNCC1[*],Bandgap,5.735,eV,adversarial_augmentation,train
aug_sample_1014:substitution:20260815:0,[*]CCCCOC(=O)CC(=CP(=O)O[*])c1ccc(OCC)cc1,Bandgap,4.0233,eV,adversarial_augmentation,train
aug_sample_1014:substitution:20260815:1,[*]CCPCOC(=O)CC(=CC(=O)O[*])c1ccc(OCC)cc1,Bandgap,4.0233,eV,adversarial_augmentation,train
aug_sample_1014:substitution:20260815:2,[*]CCCCOC(=O)CC(=CC(=O)P[*])c1ccc(OCC)cc1,Bandgap,4.0233,eV,adversarial_augmentation,train
aug_sample_1014:substitution:20260815:3,[*]CCCCOP(=O)CC(=CC(=O)O[*])c1ccc(OCC)cc1,Bandgap,4.0233,eV,adversarial_augmentation,train
aug_sample_1014:substitution:20260815:4,[*]PCCCOC(=O)CC(=CC(=O)O[*])c1ccc(OCC)cc1,Bandgap,4.0233,eV,adversarial_augmentation,train
aug_sample_1014:rearrangement:20260815:0,[*]CCOCCC(=O)CC(=CC(=O)O[*])c1ccc(OCC)cc1,Bandgap,4.0233,eV,adversarial_augmentation,train
aug_sample_1014:rearrangement:20260815:1,[*]CCCOCC(=O)CC(=CC(=O)O[*])c1ccc(OCC)cc1,Bandgap,4.0233,eV,adversarial_augmentation,train
aug_sample_1014:rearrangement:20260815:4,[*]CCCCOC(=O)CC(=CC(=O)O[*])c1ccc(COC)cc1,Bandgap,4.0233,eV,adversarial_augmentation,train
aug_sample_1016:substitution:20260815:2,[*]CC(C)(COC(=O)O[*])C(=O)OCc1cccnc1,Bandgap,5.7884,eV,adversarial_augmentation,train
aug_sample_1016:substitution:20260815:3,[*]CC(C)(COC(=O)O[*])C(=O)OSc1ccccc1,Bandgap,5.7884,eV,adversarial_augmentation,train
aug_sample_1016:rearrangement:20260815:3,[*]CC(C)(COC(=O)O[*])C(=O)COc1ccccc1,Bandgap,5.7884,eV,adversarial_augmentation,train
aug_sample_1016:rearrangement:20260815:4,[*]CC(C)(OCC(=O)O[*])C(=O)OCc1ccccc1,Bandgap,5.7884,eV,adversarial_augmentation,train
aug_sample_1017:substitution:20260815:0,[*]Oc1ccc(SSCCCCCPCCCCSSc2ccc([*])cc2)cc1,Bandgap,3.9858,eV,adversarial_augmentation,train
aug_sample_1017:substitution:20260815:2,[*]Oc1cnc(SSCCCCCCCCCCSSc2ccc([*])cc2)cc1,Bandgap,3.9858,eV,adversarial_augmentation,train
aug_sample_1017:substitution:20260815:3,[*]Oc1ccc(SSCCCCCCCCCCSSc2ccc([*])cn2)cc1,Bandgap,3.9858,eV,adversarial_augmentation,train
aug_sample_1017:rearrangement:20260815:0,[*]Oc1ccc(SSCCCCCCCCSCCSc2ccc([*])cc2)cc1,Bandgap,3.9858,eV,adversarial_augmentation,train
aug_sample_1017:rearrangement:20260815:1,[*]Oc1ccc(SSCCCCCCCCCSSCc2ccc([*])cc2)cc1,Bandgap,3.9858,eV,adversarial_augmentation,train
aug_sample_1017:rearrangement:20260815:2,[*]Oc1ccc(SCCSCCCCCCCCSSc2ccc([*])cc2)cc1,Bandgap,3.9858,eV,adversarial_augmentation,train
aug_sample_1017:rearrangement:20260815:4,[*]Oc1ccc(SSCCCCCCCCCSCSc2ccc([*])cc2)cc1,Bandgap,3.9858,eV,adversarial_augmentation,train
aug_sample_1018:substitution:20260815:0,[*]CC(c1ccccc1)C(C(=O)O)C([*])C(/O)O,Bandgap,5.5354,eV,adversarial_augmentation,train
aug_sample_1018:substitution:20260815:2,[*]CC(c1ccccc1)C(C(=N)O)C([*])C(=O)O,Bandgap,5.5354,eV,adversarial_augmentation,train
aug_sample_1018:substitution:20260815:4,[*]CC(c1ccccc1)I(C(=O)O)C([*])C(=O)O,Bandgap,5.5354,eV,adversarial_augmentation,train
aug_sample_1019:substitution:20260815:1,[*]CC([*])OP(=O)C(C)(C)C,Bandgap,6.216,eV,adversarial_augmentation,train
aug_sample_1019:substitution:20260815:2,[*]CC([*])OC(=O)I(C)(C)C,Bandgap,6.216,eV,adversarial_augmentation,train
aug_sample_1019:substitution:20260815:3,[*]OC([*])OC(=O)C(C)(C)C,Bandgap,6.216,eV,adversarial_augmentation,train
aug_sample_1020:substitution:20260815:1,[*]CCCCCCOC(-O)O[*],Bandgap,6.9481,eV,adversarial_augmentation,train
aug_sample_1020:substitution:20260815:2,[*]CCCCPCOC(=O)O[*],Bandgap,6.9481,eV,adversarial_augmentation,train
aug_sample_1020:substitution:20260815:3,[*]CCCCCCOC(=O)P[*],Bandgap,6.9481,eV,adversarial_augmentation,train
aug_sample_1020:substitution:20260815:4,[*]CCCICCOC(=O)O[*],Bandgap,6.9481,eV,adversarial_augmentation,train
aug_sample_1020:rearrangement:20260815:0,[*]CCCCCOCC(=O)O[*],Bandgap,6.9481,eV,adversarial_augmentation,train
aug_sample_1020:rearrangement:20260815:2,[*]CCCCOCCC(=O)O[*],Bandgap,6.9481,eV,adversarial_augmentation,train
aug_sample_1021:substitution:20260815:0,[*]CCCCCOC(=O)c1cccc(-s2cccc(C(=O)O[*])c2)c1,Bandgap,4.1924,eV,adversarial_augmentation,train
aug_sample_1021:substitution:20260815:2,[*]CCCCCOC(=O)c1cccc(-c2cccc(C(\O)O[*])c2)c1,Bandgap,4.1924,eV,adversarial_augmentation,train
aug_sample_1021:substitution:20260815:4,[*]CCCCCOC(=O)c1cccc(-c2cccc(C(=C)O[*])c2)c1,Bandgap,4.1924,eV,adversarial_augmentation,train
aug_sample_1021:rearrangement:20260815:0,[*]CCCCOCC(=O)c1cccc(-c2cccc(C(=O)O[*])c2)c1,Bandgap,4.1924,eV,adversarial_augmentation,train
aug_sample_1021:rearrangement:20260815:2,[*]CCCOCCC(=O)c1cccc(-c2cccc(C(=O)O[*])c2)c1,Bandgap,4.1924,eV,adversarial_augmentation,train
aug_sample_1022:substitution:20260815:1,[*]Oc1c(C)cc([*])cc1Br,Bandgap,4.4036,eV,adversarial_augmentation,train
aug_sample_1023:substitution:20260815:0,[*]NC(C#C1)=CC=C1NC(S2)=CC=C2[*],Bandgap,3.9833,eV,adversarial_augmentation,train
aug_sample_1023:substitution:20260815:2,[*]NC(C=C1)=SC=C1NC(S2)=CC=C2[*],Bandgap,3.9833,eV,adversarial_augmentation,train
aug_sample_1023:rearrangement:20260815:1,[*]NC(C=C1)C=C=C1NC(S2)=CC=C2[*],Bandgap,3.9833,eV,adversarial_augmentation,train
aug_sample_1023:rearrangement:20260815:3,[*]NC(C=C1)=CC=C1NC(S2)=C=CC2[*],Bandgap,3.9833,eV,adversarial_augmentation,train
aug_sample_1024:substitution:20260815:0,[*]c1ccc(Cc2ccc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N([*])C6=O)cc4I3=O)cc2)cc1,Bandgap,2.6972,eV,adversarial_augmentation,train
