polymer_id,original_representation,property_name,property_value,units,source_dataset,split,phase4_attack_family,phase4_attack_category,phase4_label_basis
poly_1760,[*]CCSSSCCO[*],Bandgap,4.875631332397461,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_3171,[*]NC(CCC(=O)OSCCCCC)C([*])=O,Bandgap,5.188629627227783,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_1035,[*]Nc1cc(NC(/O)c2ccccc2C([*])=O)cc(-c2nnc(-c3ccccn3)o2)c1,Bandgap,3.605147361755371,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_3055,[*]CCCCCCNC(=O)CCc1ccc(S(C)CC(=O)N[*])cc1,Bandgap,5.001182556152344,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_2258,[*]CS([*])n1ccnc1,Bandgap,4.510487079620361,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_67,[*]c1cc(CCCCCCCOC(=O)COC)c([*])s1,Bandgap,1.6962637901306152,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_1133,[*]Oc1cc(C(C)(C)c2ccccc2)c(OC(=O)c2Pccc(C([*])=O)cc2)cc1C(C)(C)c1ccccc1,Bandgap,3.660270929336548,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_3352,[*]OC([2H])([2H])C([*])(O[2H])[2H],Bandgap,6.023715019226074,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_2081,[*]CC([*])C(C)(C)C,Bandgap,6.653126239776611,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_1585,[*]CC(COc1Sccc(OC)cc1)O[*],Bandgap,4.966634750366211,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_1180,[*][N+]OCCOC(=O)CCCC(=O)OCCOc1nc(-c2ccc(OCCCC)cc2)nc([*])c1-c1ccc(OC)cc1,Bandgap,3.5938713550567627,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_4190,[*]C(F)(F)C([*])(F)C(F)(F)F,Bandgap,8.195140838623047,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_574,[*]c1cc2c(s1)-c1sc([*])cc1C2(CCCCCCCC)CCCCCCCI,Bandgap,2.191230535507202,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_3720,[*]CCCCC(=O)NCCCNC(=O)O[*],Bandgap,5.841961860656738,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_673,[*]NC(C=C1)=CC=C1C(C=C2)=CCC2C(=S)[*],Bandgap,3.8326919078826904,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_3649,[*]OC(C)COSC(=O)COCC([*])=O,Bandgap,6.151123046875,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_3185,[*]CCC(=O)OCCCC=CCCCOC(=O)CCC1NC(=O)C([*])NC1/O,Bandgap,5.7202959060668945,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_3666,[*]CCOCCOCCOC(=O)CCCCCCC(=O)O[*],Bandgap,6.230642318725586,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_3425,[*]CCCC(=O)NCCNC(=O)CO[*],Bandgap,6.4472455978393555,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_221,[*]c1ccc(Oc2cc3cccnc3cc2Oc2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,Bandgap,2.25742769241333,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_1878,[*]CNC(S1)=CCC1N[*],Bandgap,4.841378688812256,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_1829,[*]c1ccc(Oc2ccc(C(=O)c3ccc([*])cc3)cc2)cc1COC,Bandgap,4.168621063232422,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_834,[*]c1cc(OCCC)c([*])s1,Bandgap,1.6751959323883057,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_2848,[*]CC(CS)(CI)COC(=O)CCCCC(=O)O[*],Bandgap,5.402825355529785,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_784,[*]C(=O)c1cc-c2c(c1)C(=O)N(c1ccc(C(c3ccccc3)(c3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)C(F)(F)F)cc1)C2=O,Bandgap,2.7900314331054688,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_3865,[*]OC([*])(Cl)Cl,Bandgap,5.687257289886475,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_247,[*]c1ccc(Oc2ccc(Oc3ccc(-n/4c(=O)c5cc6c(=O)n([*])c(=O)c6cc5c4=O)cc3)cc2)cc1,Bandgap,2.452131509780884,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_3766,[*]CC(O[*])(COC=O)COC=O,Bandgap,6.029403209686279,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_1733,[*]Oc1ccc(C(C)=Cc2ccc(OC(=O)OCCCCOC([*])=O)cNc2)cc1,Bandgap,4.245059013366699,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_680,[*]C(=O)Nc1ccc(NC(=O)c2ccc3c(c2)C(=I)N(c2cccc(N4C(=O)c5ccc([*])cc5C4=O)c2)C3=O)cc1,Bandgap,2.856278419494629,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_643,[*]C(=O)Nc1ccc(C2(c3ccc(N4C(/O)c5ccc([*])cc5C4=O)cc3)CCCCC2)cc1,Bandgap,3.007589817047119,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_1440,[*]OS(=O)(=O)c1cccc(C(=O)Oc2ccc(C(C)(F)c3ccc([*])cc3)cc2)c1,Bandgap,3.9351894855499268,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_405,[*]C([2H])([2H])C([*])([2H])C([Si][2H])=C([2H])[2H],Bandgap,4.4163079261779785,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_1234,[*]C(=O)C(S1)=CC=C1C(=S)[*],Bandgap,2.581634044647217,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_3841,[*]OC(C)CCC(C)OC(=O)CCICC([*])=O,Bandgap,6.230928897857666,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_2677,[*]CC(O)COC(=O)CCCCC(=O)OCC(F)COc1ccc(O[*])cc1,Bandgap,5.11436128616333,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_552,[*]C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2Sccc(Oc4ccc(N5C(=O)c6ccc([*])cc6C5=O)cc4)cc2)C3=O)c(C(C)(C)C)c1,Bandgap,2.774752616882324,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_720,[*]NC(=O)C(C=C-1)=CC=C1C(=S)[*],Bandgap,3.9152159690856934,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_1645,[*]C=CC1C=CC([*])C(C(=O)OC(C)(C)C)-C1C(=O)OC(C)(C)C,Bandgap,4.464860439300537,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_396,[*]c/1cc(N=Nc2ccc(C#N)cc2)cc([*])c1O,Bandgap,3.627499580383301,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_129,[*]c1ccc(-c2cc(CCCCCCCCCCl)c([*])s2)s1,Bandgap,1.6215248107910156,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_3685,[*]CCOC(=O)NCCOCCOCC[N+]NC(=O)O[*],Bandgap,5.5272393226623535,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_3550,[*]CCCCCCNC(=O)CCCCCCCCCCCCCCCCCCCC(=O)N[*],Bandgap,5.890192985534668,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_1018,[*]c1ccc(-c2ccc(N3C(=O)c4ccc(Oc5[Si]ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2C)c(C)c1,Bandgap,3.508486032485962,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_3859,[*]C([*])C(=O)OCCCCCCC,Bandgap,6.092405319213867,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_3778,[*]NC(-O)OC(=O)[*],Bandgap,5.651497840881348,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_3787,[*]CC(F)(F)C(F)(F)C(F)(F)COC(=O)C(F)(F)C(F)(F)C(F)(F)CC(F)(F)C(=O)O[*],Bandgap,5.782068729400635,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_820,[*]C(=O)Nc1ccc(Cc\2ccc(N3C(=O)c4ccc([*])cc4C3=O)cc2)cc1,Bandgap,3.247647523880005,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_2057,[*]C(=O)c1ccc(C(=O)N2CC(C)N([*])CCC2C)cc1,Bandgap,4.463511943817139,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_2351,[*]c1ccc(C2C(C#N)(C(=O)OCCC)OC([*])C2(C#N)C(=O)OCCC)cc1,Bandgap,4.671290874481201,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_2480,[*]Cc1c(O)c(CNC(=O)N[*])cc(C(CC)=NOO)c1O,Bandgap,5.2713799476623535,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_624,[*]c1ccc(N(c2ccc(CCCC)cc2)c2ccc(-c3ccc([*])s3)cc2)scc1,Bandgap,2.4401028156280518,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_3437,[*]CCCCCCCNC(=O)CCCC(=O)N[*],Bandgap,5.738071918487549,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_2651,[*]Oc1ccc(C(c2cnccc2)c2ccc(OC([*])=O)cc2)cc1,Bandgap,4.76002311706543,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_649,[*]c1ccc([*])n1C(C(=O)OCC)1cccc1,Bandgap,2.591911554336548,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_2196,[*]Oc1c(CCCOCC)cc([*])cc1-c1ccccc1,Bandgap,4.5600056648254395,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_2594,[*]Oc1ccc(C(C)c2ccc(OC([*])=O)c(C)c2)nc1C,Bandgap,5.036040782928467,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_4154,[*]CCC1CPC([*])C1,Bandgap,6.546648025512695,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_2644,[*]Oc1cccc(OC(O)CCC([*])=O)c1,Bandgap,4.664674758911133,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_1118,[*]Oc1ccc(C(O)Nc2cc(NC(=O)c3ccc([*])cc3)cc(-c3nc4ccccc4[nH]3)c2)cc1,Bandgap,3.934896469116211,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_3896,[*]CCCCC(=O)CC(=O)O[*],Bandgap,6.3109002113342285,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_172,[*]CCCCCCCn1c(=O)c2ccc3c4ccc5c(=O)n([*])c(=O)c6ccc(c7ccc(c1=O)c2c37)c4c56,Bandgap,3.024624824523926,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_317,[*]c1cc(CSCCBr)c([*])s1,Bandgap,2.557413101196289,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_1194,[*]NC(C=C1)=CC=C1C(C[nH]=C2)=CC=C2C(C=C3)=CC=C3[*],Bandgap,3.048618793487549,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_36,[*]c1sc(-c2ss(-c3sc([*])c4nccnc34)c3c2OC(CCCCCC)CO3)c2c1OCC(CCCCCC)O2,Bandgap,1.4411303997039795,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_3466,[*]CC1CCC(CNC(=O)CCCCCCC(=O)N[*])C1,Bandgap,5.987483024597168,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_1739,O([*])C(=O)OC(C=C1)=CC=Cc1C(C=C2)=CC=C2CC(C=C3)=CC=C3C(C=C4)=CC=C4([*]),Bandgap,3.221642017364502,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_3254,[*]NC1CC(CCC([*])=O)C1(C),Bandgap,5.52232551574707,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_2876,[*]CCc1ccc(CCNC(=N)CCCCCCCCCC(=O)N[*])cc1,Bandgap,5.203045845031738,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_2773,[*]CCCCCCCCCNOC(=O)Nc1ccc(C)c(NC(=O)O[*])c1,Bandgap,5.478364944458008,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_2881,[*]Cc1ccc(CNC(=O)CCCCCCCCC(=O)N[*])cn1,Bandgap,5.550329208374023,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_2424,[*]C(C=C1)=CC=C1OC(C=C2)=NC=C2O[*],Bandgap,4.415151119232178,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_950,[*]CCCCCCCOc1ccc(OC(=O)c2ccc(C(=O)Oc3ccc(O[*])cc3)cc2)cc1,Bandgap,3.9809365272521973,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_2586,[*]PCCc1ccc([*])c(F)c1,Bandgap,3.782149076461792,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_2950,[*]CCCCCCCCCNC(=O)C(C)=C(C)C(=O)N[*],Bandgap,5.758190155029297,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_143,[*]c1ccc(-c2ccc(-c3ccc([*])s3)s2)Scc1,Bandgap,1.6580839157104492,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_825,[*]C(=O)c1ccc2nc(-c3ccc(-c4cnc5cc([*])ccc5n4)c[N-]c3)cnc2c1,Bandgap,3.5667951107025146,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_2315,[*]CCCNI([*])C,Bandgap,5.476824760437012,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_353,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3cccc(N4C(=O)c5ccc([*])cc5C4=O)c3)cc1)2=O,Bandgap,2.4374005794525146,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_4116,[*]SCCOC(=O)CCCCCCC(=O)O[*],Bandgap,5.731526851654053,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_1446,[*]Oc1c(-c2ccccc2)cc([*])cc1-c1cccc(C)cI1,Bandgap,4.050819396972656,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_554,[*]c1ccc([*])n1C(=O)NO,Bandgap,3.212437629699707,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_3953,[*]CC(F)(F)C(F)(F)NC(F)(F)COC(=O)CCCCC(=O)O[*],Bandgap,6.136635780334473,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_3696,[*]OC(=O)CCCCC([*])O,Bandgap,6.144846439361572,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_872,[*]Nc1[Si]ccc([*])cc1CC,Bandgap,4.483782768249512,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_4027,[*]CC(C)(CCO)C(=O)O[*],Bandgap,6.783077239990234,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_1850,[*]Oc1ccc(C(C)=CSc2ccc(OC(=O)OCCCCCCOC([*])=O)cc2)cc1,Bandgap,4.239257335662842,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_3214,[*]C12C3CC(C1)CC([*])(C3)C2,Bandgap,5.909902572631836,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_1059,[*]Nc1ccs([*])cc1Br,Bandgap,2.4554436206817627,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_1944,[*]NC(S1)=CC=C1OC(S2)=CC=[N+]C2[*],Bandgap,3.0878067016601562,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_775,[*]Oc1ccc(C=Nc2ccc(N=Cc3ccc(Oc4ccc(C(c5ccc[N+]cc5)(c5ccccc5)c5ccc([*])cc5)cc4)cc3)cc2)cc1,Bandgap,2.867689609527588,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_116,[*]C1=C=C(c2sc(-c3sc([*])c4c3OCCO4)c3c2OCCO3)S1(=O)=O,Bandgap,1.9192042350769043,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_4153,[*]CCCC([*])CP,Bandgap,6.690678596496582,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_287,[*]C(=O)c1ccc2c(c1)C(=O)N(c1cc(-c3nc4ccccc43)cc(N3C(=O)c4ccc([*])cc4C3=O)c1)C2=O,Bandgap,2.8329524993896484,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_1300,[*]CC([*])C(=O)Oc1ccc(C(C)=NNC(N)=P)c(O)c1,Bandgap,3.8875012397766113,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_2535,[*]C-COC(=O)Cc1ccc(CC(=O)O[*])cc1,Bandgap,4.974437236785889,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_3432,[*]CCCCCCNC(=O)CCCCCCCCCCCCCC(=O)N[*],Bandgap,5.738184452056885,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_697,[*]c1ccc(c2nnc([*])o2)cc1,Bandgap,3.7721681594848633,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_803,[*]NNC(=O)c1cccc(C(\O)NNC(=S)c2cccc(C([*])=S)c2)c1,Bandgap,3.5165536403656006,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_884,[*]Nc1ccc(-c2ccc(NP(=O)c3ccc(C([*])=O)cc3)cc2)cc1,Bandgap,3.555856704711914,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_359,[*]c1ccc(C(=O)Nc2cccc(-n3c(=O)c4\cc5c(=O)n([*])c(=O)c5cc4c3=O)c2)cc1,Bandgap,2.4443774223327637,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_432,[*]C(=O)c1ccc2c(c1)C(=O)N(c1cc(-c3ns4ccccc4s3)cc(N3C(=O)c4ccc([*])cc4C3=O)c1)C2=O,Bandgap,2.330393075942993,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_2355,[*]CNC([*])C(=O)Oc1cccc(C)c1,Bandgap,5.135520935058594,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_4173,[*]OC([*])CC#N,Bandgap,6.987556457519531,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_1213,[*]CC([*])(O)C(=O)Oc1ccc2ccccc2c1,Bandgap,3.7916083335876465,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_2477,[*]NNC(=O)c1ccc(C(=O)NNC(=O)CCCCS([*])=O)cc1,Bandgap,4.934664726257324,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_2759,[*]CCS[*],Bandgap,4.937206268310547,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_1063,[*]c1ccc(N([*])c2ccc(S(=S)(=O)O)cc2)cc1,Bandgap,3.508760929107666,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_3231,[*]CCCCCCCCC(=O)NCICCCOCCCCCNC(=O)CCCCO[*],Bandgap,5.90295934677124,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_3882,[*]COC(=O)CCCCC(=O)O[*],Bandgap,6.442980766296387,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_1146,[*]Oc1ccccc1C(=O)OCCOCCOCOC(=O)c1ccccc1Oc1nc([*])nc(N(CC)c2ccccc2)n1,Bandgap,3.2772579193115234,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_798,[*]Nc1cc(Cl)([*])cc1Cl,Bandgap,3.738649845123291,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_2296,[*]Oc1c(C)cc([*])cc1C(C)CCCCCCC-C,Bandgap,4.4810895919799805,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_2549,[*]CC([*])IC,Bandgap,6.681142807006836,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
poly_434,[*]NC(S1)=C=C1C(C=C2)=CC=C2C(S3)=CC=C3[*],Bandgap,1.8775506019592285,eV,phase4_adversarial_augmentation,train,probabilistic_mcmc,adversarial_stress_test,clean_model_teacher_prediction_not_measured_target
